Gender,Teacher,Period,Student ID,Gender,Ethnicity,Economic,LEP,SCICOUR,CTE,TOT,BIO,ELA,Alg,GPA,TOSLS1,TOSLS2,TOSLS3,TOSLS4,TOSLS5,TOSLS6,TOSLS7,TOSLS8,TOSLS9,TOSLSTOT,BRAINS1,BRAINS2,BRAINS3,BRAINS4,BRAINS5,BRAINSTOT,SORT
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Marshall,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Nyholm,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Nyholm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Robissa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Robissa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Smith,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
F,Stapp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M,Stapp,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frederiksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nyholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,